N_bulk,Avg_bulk,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,FCC,HCP,ICOS,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+
6661,11.9482,0,0,0,0,0,0,0,0,4,32,113,356,5844,283,21,8,0,0,0,0,0,3125,2494,0,0,11.6871,17,10,11,10,12,11,18,22,50,94,199,433,5641,132,1,0,0,0,0,0,0,0
8140,11.9387,0,0,0,0,0,0,0,0,11,34,150,397,7237,282,25,4,0,0,0,0,0,3718,3238,0,0,11.7265,9,9,6,7,9,12,22,37,60,130,233,483,6972,146,5,0,0,0,0,0,0,0
9566,11.9289,0,0,0,0,0,0,0,0,12,34,159,480,8643,212,22,4,0,0,0,0,0,4511,3932,0,0,11.7876,24,6,3,9,3,7,16,22,42,87,214,538,8488,107,0,0,0,0,0,0,0,0
10295,11.934,0,0,0,0,0,0,1,2,9,43,148,475,9359,246,9,3,0,0,0,0,0,4861,4344,0,0,11.8509,5,1,2,1,3,4,7,23,39,100,197,531,9228,153,1,0,0,0,0,0,0,0
10669,11.9295,0,0,0,0,0,0,0,0,11,36,153,509,9751,204,4,1,0,0,0,0,0,5047,4558,0,0,11.8706,2,0,0,0,1,2,6,14,39,82,218,522,9653,129,1,0,0,0,0,0,0,0
812,12.564,0,0,0,0,0,0,0,0,0,0,6,54,330,330,82,10,0,0,0,0,0,5,12,3,7,1.3571,360,213,94,48,35,20,14,10,8,6,1,1,2,0,0,0,0,0,0,0,0,0
823,12.5565,0,0,0,0,0,0,0,0,0,0,2,63,333,329,92,4,0,0,0,0,0,2,9,0,6,1.277,368,214,103,52,31,22,12,10,5,4,0,1,1,0,0,0,0,0,0,0,0,0
1612,12.4826,0,0,0,0,0,0,0,0,0,0,4,112,744,622,114,16,0,0,0,0,0,71,63,1,8,4.273,305,254,160,117,108,113,96,86,77,67,74,59,71,22,3,0,0,0,0,0,0,0
2160,12.4537,0,0,0,0,0,0,0,0,0,1,3,103,1103,815,128,7,0,0,0,0,0,292,243,0,12,8.2528,88,73,82,82,94,100,137,144,176,180,189,221,452,124,18,0,0,0,0,0,0,0
3126,12.3535,0,0,0,0,0,0,0,0,0,3,6,135,1842,1023,113,4,0,0,0,0,0,707,427,0,29,9.6676,74,50,59,67,90,79,115,143,221,217,247,349,1060,314,41,0,0,0,0,0,0,0
4719,12.3117,0,0,0,0,0,0,0,0,0,5,26,225,2893,1381,185,4,0,0,0,0,0,1227,699,0,38,10.0076,79,91,102,117,84,107,156,148,290,241,302,454,1955,528,65,0,0,0,0,0,0,0
5878,12.2656,0,0,0,0,0,0,0,0,1,5,38,247,3908,1459,216,4,0,0,0,0,0,2032,952,0,31,10.8372,31,48,67,58,74,88,112,151,285,273,339,491,2969,764,128,0,0,0,0,0,0,0
7507,12.2083,0,0,0,0,0,0,0,0,0,8,40,311,5335,1652,156,5,0,0,0,0,0,3100,1178,0,29,10.9402,50,50,63,70,96,117,146,175,272,276,371,577,4296,869,79,0,0,0,0,0,0,0
8766,12.2001,0,0,0,0,0,0,0,0,3,11,54,369,6309,1769,246,5,0,0,0,0,0,3765,1435,0,42,11.1797,50,35,67,60,78,80,126,159,325,274,386,675,5291,1012,148,0,0,0,0,0,0,0
9705,12.1551,0,0,0,0,0,0,0,0,0,7,62,354,7434,1695,150,3,0,0,0,0,0,4661,1672,0,43,11.2964,16,33,60,66,68,81,114,165,307,285,420,682,6351,968,89,0,0,0,0,0,0,0
657,12.4886,0,0,0,0,0,0,0,0,0,0,3,67,280,227,74,5,1,0,0,0,0,3,3,0,1,1.446,280,168,84,40,29,22,9,8,7,4,2,2,2,0,0,0,0,0,0,0,0,0
672,12.4568,0,0,0,0,0,0,0,0,0,0,6,77,273,248,56,12,0,0,0,0,0,11,4,0,0,1.5521,304,147,85,38,30,19,13,13,4,4,7,6,2,0,0,0,0,0,0,0,0,0
1200,12.4367,0,0,0,0,0,0,0,0,0,0,5,72,605,435,78,5,0,0,0,0,0,164,85,0,1,6.8608,148,102,65,66,55,56,54,56,66,57,75,88,237,66,9,0,0,0,0,0,0,0
1517,12.2228,0,0,0,0,0,0,0,0,0,0,2,42,1128,309,34,1,1,0,0,0,0,664,245,0,3,10.7383,22,11,18,18,21,13,29,46,50,63,70,137,885,126,8,0,0,0,0,0,0,0
2089,12.0507,0,0,0,0,0,0,0,0,0,2,16,76,1810,155,26,3,1,0,0,0,0,1192,481,0,20,10.9751,32,29,28,11,16,9,18,17,96,47,59,96,1569,60,2,0,0,0,0,0,0,0
2997,12.0697,0,0,0,0,0,1,0,0,1,1,30,118,2492,312,37,5,0,0,0,0,0,1666,609,0,31,10.8996,60,30,42,31,29,18,26,37,121,71,80,147,2159,138,8,0,0,0,0,0,0,0
4387,12.0631,0,0,0,0,0,0,0,0,0,4,40,185,3656,455,42,5,0,0,0,0,0,2431,889,0,42,10.9619,31,30,57,44,50,39,43,50,224,132,148,273,3117,142,7,0,0,0,0,0,0,0
5617,12.003,0,0,0,0,0,0,0,1,1,12,60,264,4862,390,25,2,0,0,0,0,0,3345,1233,0,57,11.3416,18,12,57,16,16,29,26,41,272,115,178,338,4316,183,0,0,0,0,0,0,0,0
6785,12.0004,0,0,0,0,0,0,0,3,3,16,84,296,5878,470,33,2,0,0,0,0,0,4001,1523,0,73,11.2697,36,24,52,39,33,38,51,59,295,169,216,384,5148,236,5,0,0,0,0,0,0,0
7781,11.9928,0,0,0,0,0,0,0,1,8,31,105,336,6720,546,28,6,0,0,0,0,0,4595,1674,0,66,11.307,19,25,56,35,51,44,52,70,345,179,255,468,5928,249,5,0,0,0,0,0,0,0
520,12.4712,0,0,0,0,0,0,0,0,0,0,6,49,218,191,53,3,0,0,0,0,0,2,6,1,6,1.3365,232,132,69,27,25,7,6,10,8,2,1,1,0,0,0,0,0,0,0,0,0,0
526,12.5114,0,0,0,0,0,0,0,0,0,0,6,44,219,196,54,7,0,0,0,0,0,3,7,1,4,1.481,242,122,51,37,23,13,14,10,4,4,2,3,1,0,0,0,0,0,0,0,0,0
932,12.5494,0,0,0,0,0,0,0,0,0,0,2,55,402,378,92,3,0,0,0,0,0,32,41,2,4,4.633,136,139,97,69,75,63,61,61,57,29,37,39,46,20,3,0,0,0,0,0,0,0
1199,12.4562,0,0,0,0,0,0,0,0,0,0,4,45,634,434,80,2,0,0,0,0,0,233,151,0,10,9.7398,12,25,27,33,24,37,46,67,95,73,83,125,364,148,40,0,0,0,0,0,0,0
1476,12.4322,0,0,0,0,0,0,0,0,0,0,0,39,848,502,86,1,0,0,0,0,0,398,218,0,4,11.0549,13,6,15,10,13,18,27,36,56,60,93,160,641,267,61,0,0,0,0,0,0,0
2045,12.4597,0,0,0,0,0,0,0,0,0,0,6,63,1103,735,134,4,0,0,0,0,0,550,206,1,5,10.6968,54,34,28,27,29,35,27,37,62,78,104,168,875,412,75,0,0,0,0,0,0,0
2543,12.1553,0,0,0,0,0,0,0,0,0,6,7,85,1993,399,47,5,1,0,0,0,0,1345,401,1,16,10.8183,52,25,22,25,28,31,28,57,77,86,91,174,1700,139,8,0,0,0,0,0,0,0
3520,12.0347,0,0,0,0,0,0,0,0,1,2,32,129,3061,270,20,5,0,0,0,0,0,2000,827,0,40,11.1276,34,13,43,30,12,22,36,25,180,60,113,196,2664,91,1,0,0,0,0,0,0,0
4728,12.0408,0,0,0,0,0,0,0,1,2,14,49,200,3965,452,41,4,0,0,0,0,0,2700,925,0,42,11.1986,22,13,44,28,29,47,31,52,220,125,144,316,3492,154,11,0,0,0,0,0,0,0
5973,12.0316,0,0,0,0,0,0,0,0,1,14,75,265,5029,531,55,3,0,0,0,0,0,3333,1354,0,47,11.2595,17,20,46,31,41,36,53,64,255,166,219,327,4467,221,10,0,0,0,0,0,0,0
363,12.5069,0,0,0,0,0,0,0,0,0,0,0,34,145,152,30,2,0,0,0,0,0,4,12,0,1,2.708,99,94,40,31,22,13,18,6,5,8,10,7,6,4,0,0,0,0,0,0,0,0
371,12.5094,0,0,0,0,0,0,0,0,0,0,1,25,165,148,28,4,0,0,0,0,0,10,20,1,4,2.9434,95,80,46,31,30,16,17,10,14,7,7,6,12,0,0,0,0,0,0,0,0,0
709,12.4104,0,0,0,0,0,0,0,0,0,0,2,30,396,240,39,1,1,0,0,0,0,72,103,0,26,5.9633,73,66,56,35,63,41,51,44,69,41,34,34,87,15,0,0,0,0,0,0,0,0
882,12.2993,0,0,0,0,0,0,0,0,0,0,4,23,588,240,26,1,0,0,0,0,0,200,220,0,37,9.0612,14,19,24,28,39,31,31,49,115,64,61,71,258,74,4,0,0,0,0,0,0,0
1153,12.2082,0,0,0,0,0,0,0,0,0,0,4,33,859,235,20,2,0,0,0,0,0,341,329,0,47,9.3001,25,27,45,29,35,32,31,37,153,71,51,79,465,70,3,0,0,0,0,0,0,0
1597,12.2586,0,0,0,0,0,0,0,0,0,1,8,53,1111,363,61,0,0,0,0,0,0,437,411,0,42,9.355,57,43,50,39,48,47,38,52,157,82,85,116,657,107,19,0,0,0,0,0,0,0
2255,12.3228,0,0,0,0,0,0,0,0,0,0,11,108,1390,635,110,1,0,0,0,0,0,607,405,0,33,9.604,52,63,54,61,65,67,72,79,182,115,135,186,827,246,51,0,0,0,0,0,0,0
2719,12.2718,0,0,0,0,0,0,0,0,0,1,19,93,1841,659,104,2,0,0,0,0,0,915,529,0,38,10.4285,33,36,40,40,44,42,58,77,203,143,159,195,1288,310,51,0,0,0,0,0,0,0
3941,12.2502,0,0,0,0,0,0,0,1,0,2,10,147,2761,883,130,7,0,0,0,0,0,1369,751,0,61,10.2789,56,54,85,70,82,61,85,80,313,189,212,294,1928,371,61,0,0,0,0,0,0,0
4950,12.2788,0,0,0,0,0,0,0,0,0,4,18,155,3370,1229,169,4,1,0,0,0,0,1703,993,0,61,10.7471,33,36,71,62,45,79,85,103,374,200,269,388,2483,626,96,0,0,0,0,0,0,0
157,12.5796,0,0,0,0,0,0,0,0,0,1,1,11,63,59,18,4,0,0,0,0,0,0,2,0,0,1.3694,76,32,16,12,6,5,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,12.4353,0,0,0,0,0,0,0,0,0,0,3,17,72,60,17,1,0,0,0,0,0,1,1,0,0,1.7765,70,40,19,8,8,8,5,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0
558,12.2885,0,0,0,0,0,0,0,0,0,0,0,18,378,146,15,1,0,0,0,0,0,147,140,0,13,9.5717,14,10,15,12,18,11,9,23,60,48,27,42,222,43,4,0,0,0,0,0,0,0
710,12.2028,0,0,0,0,0,0,0,0,0,1,3,19,532,140,13,2,0,0,0,0,0,215,228,0,25,9.3901,11,14,24,17,26,13,16,35,94,48,32,52,297,30,1,0,0,0,0,0,0,0
931,12.2331,0,0,0,0,0,0,0,0,0,0,5,34,660,204,27,1,0,0,0,0,0,257,273,0,36,9.4049,20,13,25,28,33,24,39,27,107,73,43,72,355,69,3,0,0,0,0,0,0,0
1171,12.1264,0,0,0,0,0,0,0,0,0,0,5,54,914,186,10,2,0,0,0,0,0,411,360,0,39,9.6302,25,26,32,23,32,23,28,34,152,63,46,70,565,52,0,0,0,0,0,0,0,0
1557,12.1747,0,0,0,0,0,0,0,0,0,0,9,70,1160,278,38,2,0,0,0,0,0,467,451,0,53,9.4271,29,33,59,37,52,49,38,59,181,77,60,113,682,78,10,0,0,0,0,0,0,0
2278,12.2485,0,0,0,0,0,0,0,1,2,5,23,99,1514,532,99,3,0,0,0,0,0,631,505,0,55,9.0601,123,96,74,54,75,50,59,58,217,108,101,157,920,166,20,0,0,0,0,0,0,0
3076,12.2272,0,0,0,0,0,0,0,0,0,2,14,127,2164,683,81,5,0,0,0,0,0,1005,692,0,62,10.1339,52,48,48,63,59,66,73,80,273,147,165,219,1489,275,19,0,0,0,0,0,0,0
3556,12.1856,0,0,0,0,0,0,0,0,2,2,15,107,2691,673,60,6,0,0,0,0,0,1396,775,0,68,10.3479,29,37,52,56,71,62,65,111,311,189,167,285,1849,263,9,0,0,0,0,0,0,0
229,12.4367,0,0,0,0,0,0,0,0,0,0,6,31,81,80,30,1,0,0,0,0,0,0,1,1,0,0.8035,122,69,17,10,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,12.4729,0,0,0,0,0,0,0,0,1,1,3,28,101,89,31,4,0,0,0,0,0,0,1,1,0,0.624,153,73,18,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,12.4375,0,0,0,0,0,0,0,0,0,0,3,34,228,206,24,1,0,0,0,0,0,34,52,0,5,5.377,70,41,45,28,42,30,31,40,49,28,29,26,33,4,0,0,0,0,0,0,0,0
657,12.5099,0,0,0,0,0,0,0,0,0,0,0,30,310,270,46,1,0,0,0,0,0,93,63,0,7,8.0624,27,20,22,29,38,30,39,52,45,68,71,70,110,30,6,0,0,0,0,0,0,0
837,12.4564,0,0,0,0,0,0,0,0,0,0,2,26,452,304,51,2,0,0,0,0,0,204,99,0,4,10.2748,39,11,17,11,12,20,14,20,33,36,38,74,317,166,29,0,0,0,0,0,0,0
923,12.4626,0,0,0,0,0,0,0,0,0,0,0,24,500,347,52,0,0,0,0,0,0,265,129,0,0,11.3803,2,3,3,1,2,10,16,16,32,35,65,96,427,185,30,0,0,0,0,0,0,0
1137,12.4916,0,0,0,0,0,0,0,0,0,0,3,28,600,419,87,0,0,0,0,0,0,299,148,0,4,11.131,20,13,7,11,11,10,11,14,35,46,62,109,474,259,55,0,0,0,0,0,0,0
1402,12.5742,0,0,0,0,0,0,0,0,0,0,0,34,653,592,122,1,0,0,0,0,0,272,184,0,6,11.0371,29,13,14,17,18,14,15,30,41,46,68,144,532,344,77,0,0,0,0,0,0,0
1907,12.2947,0,0,0,0,0,0,0,0,1,4,15,65,1228,521,67,6,0,0,0,0,0,689,299,0,14,10.4772,70,30,33,22,24,20,26,50,84,60,72,152,954,276,34,0,0,0,0,0,0,0
3004,12.1801,0,0,0,0,0,0,0,0,2,7,28,138,2152,595,77,5,0,0,0,0,0,1128,581,0,43,9.5123,131,95,95,73,69,68,73,80,205,104,127,187,1524,156,17,0,0,0,0,0,0,0
144,12.5069,0,0,0,0,0,0,0,0,0,0,0,17,60,47,17,3,0,0,0,0,0,6,9,0,1,3.5625,48,12,16,11,4,12,5,7,8,6,7,3,5,0,0,0,0,0,0,0,0,0
149,12.5973,0,0,0,0,0,0,0,0,0,0,0,10,64,55,16,4,0,0,0,0,0,2,4,1,1,2.4295,47,27,28,7,8,6,9,8,1,5,1,1,1,0,0,0,0,0,0,0,0,0
319,12.5737,0,0,0,0,0,0,0,0,0,0,2,6,144,142,24,1,0,0,0,0,0,40,30,1,0,7.8621,24,15,16,16,9,8,21,18,21,26,25,34,59,27,0,0,0,0,0,0,0,0
519,12.2062,0,0,0,0,0,0,0,0,0,0,3,13,389,102,12,0,0,0,0,0,0,97,241,0,0,11.1156,5,7,3,2,4,6,6,9,11,11,25,44,336,48,2,0,0,0,0,0,0,0
615,12.0748,0,0,0,0,0,0,0,0,0,1,2,23,519,64,6,0,0,0,0,0,0,186,305,0,0,11.5789,5,1,0,2,3,1,1,5,7,11,14,44,496,25,0,0,0,0,0,0,0,0
686,12.0583,0,0,0,0,0,0,0,0,0,0,2,18,609,52,5,0,0,0,0,0,0,236,343,0,0,11.6341,7,2,0,3,2,1,2,3,6,5,15,34,573,31,2,0,0,0,0,0,0,0
850,12.0588,0,0,0,0,0,0,0,0,0,1,4,30,733,73,9,0,0,0,0,0,0,295,376,0,1,10.8541,33,16,10,3,6,4,10,5,6,9,20,47,657,24,0,0,0,0,0,0,0,0
1364,12.0887,0,0,0,0,0,0,0,0,0,3,9,54,1127,143,25,3,0,0,0,0,0,455,543,0,8,10.6085,48,37,20,13,12,13,17,10,13,31,43,74,987,46,0,0,0,0,0,0,0,0
1634,12.052,0,0,0,0,0,0,0,0,0,3,12,70,1388,135,25,1,0,0,0,0,0,593,680,0,0,11.3635,13,11,13,3,8,9,11,12,20,37,62,110,1257,64,4,0,0,0,0,0,0,0
2176,12.0685,0,0,0,0,0,0,0,0,0,3,12,84,1838,215,21,3,0,0,0,0,0,1002,686,0,0,11.4802,25,9,4,6,8,9,13,18,18,29,76,155,1688,113,5,0,0,0,0,0,0,0
93,12.1075,0,0,0,0,0,0,0,0,0,0,0,0,83,10,0,0,0,0,0,0,0,74,4,0,0,12.0323,0,0,0,0,0,0,0,0,0,1,0,4,78,10,0,0,0,0,0,0,0,0
101,12.1188,0,0,0,0,0,0,0,0,0,0,0,0,90,10,1,0,0,0,0,0,0,41,37,0,6,10.495,0,1,3,2,0,0,0,0,21,3,1,3,63,3,1,0,0,0,0,0,0,0
97,12.1649,0,0,0,0,0,0,0,0,0,0,0,0,83,12,2,0,0,0,0,0,0,62,16,0,0,11.5155,0,1,0,1,0,0,0,2,2,2,2,7,73,6,1,0,0,0,0,0,0,0
100,12.13,0,0,0,0,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,39,38,0,4,10.75,0,2,3,0,0,0,0,0,20,0,0,0,68,7,0,0,0,0,0,0,0,0
102,12.1667,0,0,0,0,0,0,0,0,0,0,0,1,83,18,0,0,0,0,0,0,0,72,8,0,0,12.0,0,0,0,0,0,0,0,0,2,0,1,3,83,13,0,0,0,0,0,0,0,0
106,12.5,0,0,0,0,0,0,0,0,0,0,0,1,59,38,8,0,0,0,0,0,0,7,27,0,7,6.1981,1,7,8,10,9,7,11,13,17,8,4,6,4,0,1,0,0,0,0,0,0,0
116,12.2931,0,0,0,0,0,0,0,0,0,0,0,0,82,34,0,0,0,0,0,0,0,5,38,0,20,6.3879,1,6,8,10,9,6,15,7,34,8,2,0,10,0,0,0,0,0,0,0,0,0
116,12.0345,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,0,0,109,0,0,0,12.0345,0,0,0,0,0,0,0,0,0,0,0,0,112,4,0,0,0,0,0,0,0,0
116,12.1897,0,0,0,0,0,0,0,0,0,0,0,0,95,20,1,0,0,0,0,0,0,76,13,0,0,11.8879,0,0,0,0,1,0,0,0,1,0,3,7,92,12,0,0,0,0,0,0,0,0
114,12.3684,0,0,0,0,0,0,0,0,0,0,0,3,70,37,4,0,0,0,0,0,0,52,7,0,0,10.9211,0,0,1,1,1,1,5,1,1,9,10,16,55,13,0,0,0,0,0,0,0,0
118,12.2119,0,0,0,0,0,0,0,0,0,0,0,0,93,25,0,0,0,0,0,0,0,84,2,0,0,11.9915,0,0,0,0,0,0,0,0,0,1,4,8,87,18,0,0,0,0,0,0,0,0
112,12.2411,0,0,0,0,0,0,0,0,0,0,0,0,87,23,2,0,0,0,0,0,0,64,14,0,0,11.5357,2,0,0,0,0,1,1,0,2,2,4,11,72,16,1,0,0,0,0,0,0,0
104,12.2981,0,0,0,0,0,0,0,0,0,0,0,2,71,29,2,0,0,0,0,0,0,31,30,0,0,11.8269,0,0,0,0,0,0,0,1,0,4,2,12,71,13,1,0,0,0,0,0,0,0
105,12.3619,0,0,0,0,0,0,0,0,0,0,0,0,72,28,5,0,0,0,0,0,0,29,38,0,5,10.8476,0,1,2,1,1,0,0,1,17,4,1,4,55,18,0,0,0,0,0,0,0,0
125,12.12,0,0,0,0,0,0,0,0,0,0,0,1,108,16,0,0,0,0,0,0,0,106,0,0,0,12.072,0,0,0,0,0,0,0,0,0,1,1,1,107,15,0,0,0,0,0,0,0,0
126,12.127,0,0,0,0,0,0,0,0,0,0,0,0,110,16,0,0,0,0,0,0,0,108,0,0,0,12.119,0,0,0,0,0,0,0,0,0,0,0,1,109,16,0,0,0,0,0,0,0,0
147,12.0544,0,0,0,0,0,0,0,0,0,0,0,0,139,8,0,0,0,0,0,0,0,18,79,1,35,6.2245,1,17,11,6,26,5,2,3,47,9,0,1,19,0,0,0,0,0,0,0,0,0
140,12.4929,0,0,0,0,0,0,0,0,0,0,0,2,75,55,8,0,0,0,0,0,0,11,16,0,5,6.5143,6,8,6,9,13,10,15,17,13,10,13,10,10,0,0,0,0,0,0,0,0,0
138,12.3188,0,0,0,0,0,0,0,0,0,0,0,6,85,44,3,0,0,0,0,0,0,12,32,0,10,5.6812,5,11,12,12,15,14,17,9,13,10,7,3,9,1,0,0,0,0,0,0,0,0
146,12.0753,0,0,0,0,0,0,0,0,0,0,0,0,135,11,0,0,0,0,0,0,0,70,54,0,6,10.9521,0,2,4,0,0,0,0,0,25,0,0,1,104,10,0,0,0,0,0,0,0,0
142,12.0915,0,0,0,0,0,0,0,0,0,0,0,0,129,13,0,0,0,0,0,0,0,69,51,0,7,10.8592,0,2,1,1,1,2,0,0,22,6,2,0,94,11,0,0,0,0,0,0,0,0
140,12.0857,0,0,0,0,0,0,0,0,0,0,0,0,128,12,0,0,0,0,0,0,0,108,15,0,0,12.0,0,0,0,0,0,0,0,0,1,0,2,2,125,10,0,0,0,0,0,0,0,0
153,12.085,0,0,0,0,0,0,0,0,0,0,0,0,142,9,2,0,0,0,0,0,0,62,58,0,5,10.451,0,1,6,2,2,0,0,3,23,4,5,6,98,3,0,0,0,0,0,0,0,0
153,12.1111,0,0,0,0,0,0,0,0,0,0,0,0,136,17,0,0,0,0,0,0,0,131,0,0,0,12.0458,0,0,0,0,0,0,0,0,0,0,3,2,133,15,0,0,0,0,0,0,0,0
146,12.1438,0,0,0,0,0,0,0,0,0,0,0,0,126,19,1,0,0,0,0,0,0,123,0,0,0,12.1438,0,0,0,0,0,0,0,0,0,0,0,0,126,19,1,0,0,0,0,0,0,0
157,12.465,0,0,0,0,0,0,0,0,0,0,0,3,87,58,9,0,0,0,0,0,0,19,31,0,6,7.7771,2,3,9,10,10,5,12,13,31,12,7,10,24,8,1,0,0,0,0,0,0,0
146,12.1712,0,0,0,0,0,0,0,0,0,0,0,0,121,25,0,0,0,0,0,0,0,119,0,0,0,12.1644,0,0,0,0,0,0,0,0,0,0,0,0,122,24,0,0,0,0,0,0,0,0
160,12.4,0,0,0,0,0,0,0,0,0,0,0,5,95,51,9,0,0,0,0,0,0,13,37,0,9,6.5438,7,8,11,11,11,11,15,15,27,10,7,12,13,2,0,0,0,0,0,0,0,0
148,12.1622,0,0,0,0,0,0,0,0,0,0,0,1,123,23,1,0,0,0,0,0,0,90,23,0,0,11.8716,0,0,0,0,0,0,0,1,3,0,7,5,115,17,0,0,0,0,0,0,0,0
147,12.2041,0,0,0,0,0,0,0,0,0,0,0,0,120,25,1,1,0,0,0,0,0,117,0,0,0,11.9728,1,0,0,0,0,0,0,0,1,1,1,3,121,18,1,0,0,0,0,0,0,0
171,12.2164,0,0,0,0,0,0,0,0,0,0,0,8,124,34,4,1,0,0,0,0,0,17,56,0,11,6.7953,2,17,9,11,9,12,12,16,33,11,5,8,25,1,0,0,0,0,0,0,0,0
163,12.0675,0,0,0,0,0,0,0,0,0,0,0,1,150,12,0,0,0,0,0,0,0,133,10,0,0,12.0061,0,0,0,0,0,0,0,0,0,0,0,6,150,7,0,0,0,0,0,0,0,0
166,12.0964,0,0,0,0,0,0,0,0,0,0,0,1,149,15,1,0,0,0,0,0,0,143,0,0,0,12.0904,0,0,0,0,0,0,0,0,0,0,0,2,148,15,1,0,0,0,0,0,0,0
173,12.1098,0,0,0,0,0,0,0,0,0,0,0,0,155,17,1,0,0,0,0,0,0,81,59,0,8,10.8497,0,1,4,2,1,0,0,0,30,5,1,1,112,16,0,0,0,0,0,0,0,0
176,12.1364,0,0,0,0,0,0,0,0,0,0,0,0,153,22,1,0,0,0,0,0,0,80,61,0,6,11.2273,0,0,3,2,1,0,0,0,21,3,1,2,126,17,0,0,0,0,0,0,0,0
163,12.1472,0,0,0,0,0,0,0,0,0,0,0,0,141,20,2,0,0,0,0,0,0,136,0,0,0,11.7485,1,0,1,0,2,0,0,0,0,3,2,2,140,12,0,0,0,0,0,0,0,0
181,12.116,0,0,0,0,0,0,0,0,0,0,0,0,160,21,0,0,0,0,0,0,0,151,0,0,0,12.0718,0,0,0,0,0,0,0,0,0,0,0,5,158,18,0,0,0,0,0,0,0,0
192,12.0781,0,0,0,0,0,0,0,0,0,0,0,0,178,13,1,0,0,0,0,0,0,101,64,0,7,11.1094,0,0,3,3,1,0,0,2,22,4,2,4,140,10,1,0,0,0,0,0,0,0
181,12.0718,0,0,0,0,0,0,0,0,0,0,0,0,169,11,1,0,0,0,0,0,0,86,68,0,6,11.1271,0,1,3,1,1,0,0,0,23,5,1,3,132,10,1,0,0,0,0,0,0,0
174,12.1034,0,0,0,0,0,0,0,0,0,0,0,1,156,15,2,0,0,0,0,0,0,138,1,0,0,11.8276,0,0,0,0,1,0,1,3,1,2,1,4,147,13,1,0,0,0,0,0,0,0
186,12.1882,0,0,0,0,0,0,0,0,0,0,0,0,151,35,0,0,0,0,0,0,0,72,65,0,0,12.0,0,0,0,0,0,0,0,0,1,2,3,11,142,27,0,0,0,0,0,0,0,0
166,12.1205,0,0,0,0,0,0,0,0,0,0,0,1,144,21,0,0,0,0,0,0,0,140,0,0,0,12.1205,0,0,0,0,0,0,0,0,0,0,0,1,144,21,0,0,0,0,0,0,0,0
201,12.0846,0,0,0,0,0,0,0,0,0,0,0,0,184,17,0,0,0,0,0,0,0,178,0,0,0,12.0796,0,0,0,0,0,0,0,0,0,0,0,1,183,17,0,0,0,0,0,0,0,0
206,12.0777,0,0,0,0,0,0,0,0,0,0,0,6,180,18,2,0,0,0,0,0,0,82,76,0,7,10.5097,0,1,4,4,4,0,1,5,28,6,13,10,122,7,1,0,0,0,0,0,0,0
183,12.153,0,0,0,0,0,0,0,0,0,0,0,1,153,29,0,0,0,0,0,0,0,133,14,0,0,11.8798,0,0,0,0,0,0,1,0,0,6,5,8,143,20,0,0,0,0,0,0,0,0
186,12.2097,0,0,0,0,0,0,0,0,0,0,0,0,150,33,3,0,0,0,0,0,0,121,12,0,0,11.5806,3,1,0,0,0,2,0,0,1,5,6,10,134,24,0,0,0,0,0,0,0,0
197,12.1066,0,0,0,0,0,0,0,0,0,0,0,1,175,20,1,0,0,0,0,0,0,137,30,0,0,11.6853,1,0,1,0,0,0,0,2,2,7,5,5,160,14,0,0,0,0,0,0,0,0
194,12.1392,0,0,0,0,0,0,0,0,0,0,0,6,156,31,1,0,0,0,0,0,0,120,18,0,0,11.2165,0,2,0,1,0,1,1,4,9,9,10,18,126,13,0,0,0,0,0,0,0,0
181,12.3204,0,0,0,0,0,0,0,0,0,0,0,0,132,40,9,0,0,0,0,0,0,63,59,0,6,11.1492,0,2,3,0,1,0,0,0,25,2,4,13,99,31,1,0,0,0,0,0,0,0
210,12.0905,0,0,0,0,0,0,0,0,0,0,0,2,187,21,0,0,0,0,0,0,0,165,15,0,0,11.9667,0,0,0,0,0,0,0,0,2,1,3,7,180,17,0,0,0,0,0,0,0,0
212,12.0613,0,0,0,0,0,0,0,0,0,0,0,0,199,13,0,0,0,0,0,0,0,118,73,0,6,11.1462,0,2,4,0,1,0,0,0,28,2,0,3,162,10,0,0,0,0,0,0,0,0
209,12.6364,0,0,0,0,0,0,0,0,0,0,0,5,89,93,21,1,0,0,0,0,0,34,14,0,0,10.1818,4,1,0,5,4,2,6,10,12,18,28,35,44,31,9,0,0,0,0,0,0,0
